Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
304/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Governança e Gestão de Riscos;SERVICOS;250110;60.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;535/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;20;60.000,00
298/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão Pública;SERVICOS;250110;15.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;530/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;5;15.000,00
296/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão Pública;SERVICOS;250110;45.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;528/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;15;45.000,00
295/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão de Pessoas;SERVICOS;250110;3.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;527/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;1;3.000,00
292/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão de Pessoas;SERVICOS;250110;12.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;524/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;4;12.000,00
291/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Gestão de Pessoas;SERVICOS;250110;15.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;523/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;5;15.000,00
288/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção;SERVICOS;250110;6.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;520/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;2;6.000,00
287/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção;SERVICOS;250110;12.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;519/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;4;12.000,00
285/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Ética e Combate à Corrupção;SERVICOS;250110;24.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;517/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;8;24.000,00
283/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos;SERVICOS;250110;12.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;515/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;4;12.000,00
282/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos;SERVICOS;250110;12.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;514/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;4;12.000,00
281/2025;Aprovada;;Contratar vagas em ações de desenvolvimento relacionadas ao Tema Estratégia, Projetos e Processos;SERVICOS;250110;18.000,00;04/07/2025;31/12/2025;180;SAA.COGEP.CODEP;513/2024;Baixo;1;31/12/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;;;21172;TREINAMENTO QUALIFICAÇÃO PROFISSIONAL;;3.000,00;6;18.000,00
215/2025;Aprovada;Preparação;Aquisição de mobiliários para o auditório do Centro Cultural do Ministério da Saúde;BENS;250110;600.000,00;31/01/2025;01/08/2025;182;SE.SAA.CGINFRA.COMAP;449/2024;Médio;1;01/08/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;18365;POLTRONA AUDITÓRIO;603498;ALTURA: 750, COR REVESTIMENTO: PRETA, ESTRUTURA: AÇO, LARGURA: 830, MATERIAL ASSENTO/ENCOSTO: ESPUMA LAMINADA, MATERIAL ESTRUTURA: AÇO, PROFUNDIDADE: 670, QUANTIDADE ASSENTOS: 1, REVESTIMENTO ASSENTO E ENCOSTO: COURVIN, TIPO ASSENTOS: FIXO;UN;600.000,00;1;600.000,00
212/2025;Aprovada;Preparação;Serviços de Apoio Administrativo para as SEMS no Rio de Janeiro;SERVICOS;250110;5.395.620,76;02/10/2024;31/03/2025;180;SAA.COGEP;453/2024;Alto;1;30/03/2025;Serviço;911;SERVIÇOS ADMINISTRATIVOS DO GOVERNO;;;;;;5.395.620,76;1;5.395.620,76
207/2025;Aprovada;;Aquisição de aparelhos de vído wall para instalação em 8 salas de video conferência.;BENS;250110;6.300.000,00;31/01/2025;01/08/2025;182;SE.SAA.CGINFRA.COMAP;375/2024;Médio;1;01/08/2025;Material;5895;EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES;9886;MONITOR IMAGEM;618670;CARACTERÍSTICAS ADICIONAIS: TELA TOUCHSCREEN, CAMERA INTEGRADA,COM MODULO GPS, FORMATO TELA: WIDESCREEN, TAMANHO TELA: 75, TENSÃO OPERAÇÃO: BIVOLT, TIPO TELA: LED;UN;85.000,00;60;5.100.000,00
207/2025;Aprovada;;Aquisição de aparelhos de vído wall para instalação em 8 salas de video conferência.;BENS;250110;6.300.000,00;31/01/2025;01/08/2025;182;SE.SAA.CGINFRA.COMAP;438/2024;Médio;1;30/06/2025;Material;5835;EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE SOM;12104;SISTEMA COMPLETO DE GRAVACAO, RECEPCAO E REPRODUCAO DE SOM;;;;1.200.000,00;1;1.200.000,00
199/2025;Aprovada;;Locação de Veículo Blindado de Representação para o Ministério da Saúde no Rio de Janeiro;SERVICOS;250110;354.276,96;04/10/2024;02/04/2025;180;SAA.CGCON.DIFSEP;425/2024;Alto;1;02/04/2025;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;4014;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS;;29.523,08;12;354.276,96
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;1;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1070;FOGÃO INDUSTRIAL;331195;CARACTERÍSTICAS ADICIONAIS: 40X40, QUEIMADORES DUPLOS, 3 ACENDEDORES LATERAIS, FUNCIONAMENTO: GÁS, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 6, TIPO USO: COZINHAR E ASSAR ALIMENTOS;UN;3.620,00;3;10.860,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;2;30/06/2025;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;1058;CALDEIRÃO;457083;CAPACIDADE: 200, CARACTERÍSTICAS ADICIONAIS: GÁS/VAPOR, TAMPA AMERICANA, VÁLVULA SEGURANÇA, MATERIAL: AÇO INOX AISI 304;UN;19.500,00;2;39.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;3;30/06/2025;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;7765;FORNO INDUSTRIAL;615725;ALTURA: 1872, CAPACIDADE: 90, CAPACIDADE PRODUÇÃO: 20 GNS 1/1 TROLLEY -  20 GNS INSERÇÃO LONGITUDINAL, CARACTERÍSTICAS ADICIONAIS: ESPAÇAMENTO ENTRE TRILHOS: 62 MM, COMPRIMENTO: 877, LARGURA: 913, MATERIAL: CHAPA AÇO INOXIDÁVEL, POTÊNCIA MOTOR: 34,1, TENSÃO ALIMENTAÇÃO: 220/380, TIPO: ELÉTRICO COMBINADO, TIPO CÂMERA: INSERÇÃO LONGITUDINAL 1/1, 1/2, 2/3, 1/3, 2/8 GN;UN;27.000,00;2;54.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;4;30/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;15333;MÓDULO PARA COZINHA;239735;ALTURA: 85, COMPRIMENTO: 150, LARGURA: 70, MATERIAL: ACO INOXIDAVEL;UN;2.300,00;1;2.300,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;5;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;14421;PRATELEIRA;239632;COMPRIMENTO: 1,70, LARGURA: 0,50, MATERIAL: AÇO INOXIDÁVEL, USO: COZINHA INDUSTRIAL;UN;800;11;8.800,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;6;30/06/2025;Material;3230;FERRAMENTAS E ACESSÓRIOS DE MÁQUINAS PARA TRABALHO EM  MADEIRA;3271;BANCADA PROFISSIONAL;607936;ALTURA: 92, APLICAÇÃO: OFICINA MECÂNICA, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE DE CARGA: 400 KG, COMPONENTES: 2 PRATELEIRAS, PORTAS COM TRANCAS E CHAVE., COMPRIMENTO: 200, ESPESSURA: 40, LARGURA: 60, MATERIAL: AÇO INOX;UN;1.515,00;2;3.030,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;7;30/06/2025;Material;4430;FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS;7765;FORNO INDUSTRIAL;451451;APLICAÇÃO: COZINHA, CARACTERÍSTICAS ADICIONAIS: COM 1 CÂMARA:  90X80X25CM, COMPONENTES: COM CAVALETE ESTRUTURA PINTADA, MATERIAL: CHAPA AÇO, MATERIAL PUXADOR: ANTITÉRMICO, TIPO: A GÁS, TIPO CÂMERA: PORTA VIDRO E LASTRO PEDRA REFRATÁRIA;UN;2.600,00;2;5.200,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;8;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1070;FOGÃO INDUSTRIAL;440943;ALTURA: 80, CARACTERÍSTICAS ADICIONAIS: 30X30 CM, QUEIMADORES DUPLOS, FORNO E PANELEIRO, COMPRIMENTO: 118, FUNCIONAMENTO: GÁS, LARGURA: 88, MATERIAL: AÇO INOXIDÁVEL AISI 304, QUANTIDADE BOCAS: 2, TIPO ACENDIMENTO: MANUAL, TIPO USO: COZINHAR E ASSAR ALIMENTOS;UN;1.000,00;4;4.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;9;30/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;15325;MESA COZINHA;456992;ACABAMENTO SUPERFICIAL: LISA, ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: COM PRATELEIRA INFERIOR, COMPRIMENTO: 150, LARGURA: 60, MATERIAL: AÇO INOXIDÁVEL;UN;1.600,00;1;1.600,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;10;30/06/2025;Material;3510;EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO;16409;MÁQUINA LAVAR LOUÇAS;445455;CAPACIDADE: 1,75, CARACTERÍSTICAS ADICIONAIS: 275 GAVETAS POR HORA, CONSUMO: 46,5, MATERIAL: AÇO INOXIDÁVEL, MODELO: PROFISSIONAL, POTÊNCIA MOTOR: 3, VOLTAGEM: 220;UN;45.790,00;1;45.790,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;11;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;14421;PRATELEIRA;239788;ACABAMENTO: AÇO INOXIDÁVEL, CARACTERÍSTICAS ADICIONAIS: SUSPENSA LISA, COMPRIMENTO: 1,90, LARGURA: 0,40, MATERIAL: AÇO INOXIDÁVEL, USO: COZINHA INDUSTRIAL;UN;1.010,00;2;2.020,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;12;30/06/2025;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;12820;TORNEIRA;473496;ACABAMENTO SUPERFICIAL: CROMADO, APLICAÇÃO: BEBEDOURO INDUSTRIAL MODELO PRE200E, CARACTERISTICAS ADICIONAIS: COM PROTETOR DE BOCA,COMPRIMENTO MÍNIMO 10CM,, DIÂMETRO: 1/2, MATERIAL CORPO: METAL CROMADO, TIPO: PRESSÃO;UN;2.542,11;1;2.542,11
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;13;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;218;ESTANTE;614609;ACABAMENTO SUPERFICIAL: FOSFATIZADO, ALTURA: 150, CARACTERÍSTICAS ADICIONAIS: ESTRUTURA TUBULAR COM SAPATAS REGULÁVEIS, COR: CINZA, LARGURA: 50, MATERIAL: AÇO INOX 304, PROFUNDIDADE: 175, QUANTIDADE PRATELEIRAS: 4, TIPO PRATELEIRAS: REGULÁVEIS;UN;2.017,00;5;10.085,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;14;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;218;ESTANTE;616801;ALTURA: 1,80, APLICAÇÃO: ORGANIZAÇÃO DE ARQUIVOS E DEMAIS OBJETOS, CARACTERÍSTICAS ADICIONAIS: COM PÉS DE BORRACHA, COR: INOX, LARGURA: 0,90, MATERIAL: AÇO, PROFUNDIDADE: 0,35, QUANTIDADE PRATELEIRAS: 5, TIPO: CHÃO;UN;1.850,00;16;29.600,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;15;30/06/2025;Material;7125;ARMÁRIOS E ESTANTES;309;ARMÁRIO AÇO;620757;ACABAMENTO SUPERFICIAL: NÃO MGNÉTICO, ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: PORTAS DE CORRER, PÉS REGULÁVEIS, LARGURA: 100, MATERIAL: AÇO INOX AISI 201, PROFUNDIDADE: 60, QUANTIDADE PORTAS: 2, QUANTIDADE PRATELEIRAS: 1, TIPO: HORIZONTAL;UN;4.491,90;1;4.491,90
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;16;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;3249;BALCÃO TÉRMICO;610519;ALTURA: 900 MM, CARACTERÍSTICAS ADICIONAIS: AQUECIMENTO ELÉTRICO EM BANHO MARIA, COMPONENTES: CUBAS, COMPRIMENTO: 2000 MM, LARGURA: 600 MM, MATERIAL: AÇO INOXIDÁVEL, PROFUNDIDADE: 110 MM, QUANTIDADE RECIPIENTE: 6, TIPO RECIPIENTES: CUBAS AÇO INOX;UN;8.900,00;1;8.900,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;17;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;3249;BALCÃO TÉRMICO;613290;ALTURA: 900 MM, COMPONENTES: REFRIGERAÇÃO ATRAVÉS DE PISTA FRIA, COMPRIMENTO: 1250 MM, LARGURA: 700 MM, MATERIAL: AÇO INOXIDÁVEL;UN;13.900,00;1;13.900,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;18;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;3249;BALCÃO TÉRMICO;254906;ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: VITRINE SUPERIOR VIDRO RETO DE 10MM DE ESPESSURA, COMPONENTES: PISTA FRIA COM UNIDADE CONDENSADORA HERMÉTICA, COMPRIMENTO: 151, LARGURA: 120, MATERIAL: AÇO INOXIDÁVEL, QUANTIDADE RECIPIENTE: 4, TIPO RECIPIENTES: GN 1/1-65 COM ALÇAS E TAMPA, TIPO RODÍZIO: DOIS LATERAIS DE CORRE BANDEJA;UN;9.615,00;2;19.230,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;19;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;3249;BALCÃO TÉRMICO;615668;ALTURA: 90, CARACTERÍSTICAS ADICIONAIS: CAPACIDADE 415L VOLTAGEM: 220V MONOFÁSICO 0,610 KW, COMPONENTES: 3 PORTAS, CABO E PLUG PADRÃO BR, COMPRIMENTO: 188, LARGURA: 70, MATERIAL: AÇO INOXIDÁVEL, AISI 304 LIGA 18/8;UN;8.500,00;1;8.500,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;20;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;3244;BALCÃO CONSERVAÇÃO ALIMENTO;252793;CARACTERÍSTICAS ADICIONAIS: VITRINE SUPERIOR EM VIDRO CURVO, 6 PORTAS FRONTAIS, DIÂMETRO RODÍZIO: 4, MATERIAL: AÇO INOXIDÁVEL, TIPO RODÍZIO: GIRATÓRIO COM FREIO, COMPRIMENTO: 340, LARGURA: 70, ALTURA: 85, COMPONENTES: PASTA FRIA COM ISOLAMENTO TÉRMICO, QUANTIDADE RECIPIENTE: 6 (GNS 1/2-65) E 6 (GNS 1/1-65), TIPO RECIPIENTES: COM ALÇAS MÓVEIS E TAMPA;UN;5.397,00;1;5.397,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;21;30/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14437;REFRIGERADOR EXPOSITOR;617469;APLICAÇÃO: REFRIGERAR ALIMENTOS, CAPACIDADE: 338, CARACTERÍSTICAS ADICIONAIS: ILUMINAÇÃO INTERNA, TEMPERATURA: 0 A 10, TIPO: VERTICAL, VOLTAGEM: 127;UN;6.000,00;1;6.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;22;30/06/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;763;BALCÃO FRIGORÍFICO;253723;ACABAMENTO SUPERFICIAL: INOXIDÁVEL, LARGURA: 2, MATERIAL ESTRUTURA: METAL, TENSÃO ALIMENTAÇÃO: 110;UN;8.507,99;1;8.507,99
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;23;30/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;7213;ESTUFA ELÉTRICA PARA COZINHA;615156;CAPACIDADE: ATÉ 34 GNS 1/1, DIMENSÕES: 750 X 850 X 2190, POTÊNCIA: 1,16, QUANTIDADE DE PORTA: 1, TIPO: PASS-THRU AQUECIDO, VOLTAGEM: 220, VOLUME INTERNO: 475;UN;3.000,00;2;6.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;24;30/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;15339;CADEIRA REFEITÓRIO;413991;ALTURA: 85, CARACTERÍSTICAS ADICIONAIS: SEM BRAÇOS, COMPRIMENTO: 51, COR: BRANCA, ESTRUTURA: ALUMÍNIO, LARGURA: 48, MATERIAL: POLIPROPILENO;UN;350;140;49.000,00
190/2025;Aprovada;Preparação;Aquisição de equipamentos/mobiliário de cozinha industrial do restaurante do Bloco O;BENS;250110;371.504,00;01/01/2025;30/06/2025;180;SAA.CGINFRA;382/2024;Médio;25;30/06/2025;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;16082;MESA REFEITÓRIO;250106;ACABAMENTO BORDAS: ABS, ACABAMENTO SUPERFICIAL ESTRUTURA: PINTURA EM EPÓXI CINZA, ALTURA: 0,72, DIÂMETRO: 1,20, ESPESSURA: 3, MATERIAL ESTRUTURA: TUBO METÁLICO, MATERIAL TAMPO: MADEIRA AGLOMERADA ALTA DENSIDADE, REVESTIMENTO TAMPO: LAMINADO MELAMÍNICO TEXTURIZADO COR CINZA;UN;650;35;22.750,00
186/2025;Aprovada;;Aquisição de ar-condicionado para o Edifíco Sede e Anexo;BENS;250110;248.000,00;05/03/2025;01/09/2025;180;SAA.CGINFRA;370/2024;Médio;1;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;618525;CAPACIDADE REFRIGERAÇÃO: 12.000, CARACTERÍSTICAS ADICIONAIS: COM CONTROLE REMOTO SEM FIO, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO S/FIO, QUENTE/FRIO, SELO PROCEL, FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: SPLIT INVERTER, TENSÃO: 220, TIPO: SPLIT HI WALL;UN;3.000,00;20;60.000,00
186/2025;Aprovada;;Aquisição de ar-condicionado para o Edifíco Sede e Anexo;BENS;250110;248.000,00;05/03/2025;01/09/2025;180;SAA.CGINFRA;370/2024;Médio;2;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;621057;CAPACIDADE REFRIGERAÇÃO: 17.000 À 20.000, CARACTERÍSTICAS ADICIONAIS: CONTROLE REMOTO/CICLO REVERSO (QUENTE/FRIO), FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: PISO-TETO INVERTER, TENSÃO: 220, TIPO: SPLIT;UN;4.300,00;20;86.000,00
186/2025;Aprovada;;Aquisição de ar-condicionado para o Edifíco Sede e Anexo;BENS;250110;248.000,00;05/03/2025;01/09/2025;180;SAA.CGINFRA;370/2024;Médio;3;30/08/2025;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;13768;APARELHO AR CONDICIONADO;619109;CAPACIDADE REFRIGERAÇÃO: 24.000, CARACTERÍSTICAS ADICIONAIS 1: CONTROLE REMOTO/CICLO REVERSO (QUENTE/FRIO), FREQÜÊNCIA: 60, GARANTIA: 1, MODELO: SPLIT INVERTER, TENSÃO: 220, TIPO: HI-WALL;UN;5.100,00;20;102.000,00
181/2025;Aprovada;;Contratação de serviços de locação de veículos para atender as SEMS;SERVICOS;250110;3.267.206,44;03/10/2024;01/04/2025;180;SAA.COGAD;372/2024;Baixo;1;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;23469;PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA;;539.762,64;1;539.762,64
181/2025;Aprovada;;Contratação de serviços de locação de veículos para atender as SEMS;SERVICOS;250110;3.267.206,44;03/10/2024;01/04/2025;180;SAA.COGAD;372/2024;Baixo;2;01/04/2025;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;23469;PRESTAÇÃO DE SERVIÇO DE  TRANSPORTE PARA SERVIDOR - CONDUÇÃODE VEÍCULO - 12 HORAS NOTURNAS DE 2ª A 6ª-FEIRA;;461.806,44;1;461.806,44
